Label,x_coord,y_coord,Image,Image_length,Image_width
50.Lowerrightcorneroftherightbumperbox,1050,629,2021_hyundai_elantra_sedan_limited_f_oem_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,82,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,115,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,288,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,465,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,531,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,567,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,688,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,702,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,368,96,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,904,99,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,356,121,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,911,121,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,268,294,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,1001,294,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,128,258,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,221,250,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,140,304,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,217,333,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,1048,254,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1146,260,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1125,304,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,1050,337,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),166,487,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1105,487,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,191,705,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1081,703,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,197,402,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,400,444,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,182,466,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,395,487,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,872,437,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,1070,396,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,883,490,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,1083,461,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,454,457,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,828,453,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,526,529,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,750,529,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,417,568,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,859,568,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,341,668,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,928,672,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,199,566,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,306,566,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,183,650,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,263,655,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,965,561,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,1072,566,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,1003,654,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,1085,638,2023_honda_civic_sedan_si_f_oem_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,80,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,122,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,275,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,493,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,550,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,644,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,709,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,726,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,438,97,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,851,95,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,399,134,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,878,132,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,339,280,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,950,279,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,230,253,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,291,227,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,247,282,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,289,313,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,996,225,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1060,251,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1049,280,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,996,313,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),218,501,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1071,502,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,233,689,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1058,696,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,274,446,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,384,478,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,266,467,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,375,496,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,905,478,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,1020,444,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,914,498,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,1024,469,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,404,480,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,885,482,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,252,489,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,1041,487,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,444,644,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,847,647,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,387,704,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,903,702,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,271,548,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,291,604,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,236,640,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,254,657,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,1005,595,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,1019,547,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,1036,659,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,1054,640,2023_kia_k5_sedan_lxs_fs_izmo_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,93,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,123,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,275,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,450,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,627,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,639,643,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,664,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,689,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,410,98,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,852,98,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,374,136,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,896,135,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,314,279,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,964,278,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,202,251,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,276,233,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,206,276,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,261,309,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,1001,230,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1081,246,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1072,279,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,1013,309,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),205,475,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1085,475,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,224,689,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1066,689,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,226,408,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,385,461,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,222,454,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,339,486,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,908,464,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,1066,405,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,955,485,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,1063,454,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,443,455,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,853,455,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,440,592,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,853,593,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,405,632,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,893,633,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,363,664,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,924,664,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,235,629,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,389,632,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,222,669,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,343,660,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,905,629,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,1046,633,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,944,656,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,1068,663,2023_mazda_3_sedan_premium_f_oem_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,113,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,136,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,283,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,436,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,592,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,601,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,631,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,640,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,417,123,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,852,125,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,395,148,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,874,149,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,341,285,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,930,285,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,212,277,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
